reviews,sentiments
gatwick alicante. 3.5 hours 1 hour sitting tarmac knees rammed seat front. room move. travelled several airlines route last 12 months - vueling airlines best seats! stay away rest unless 5ft tall!,Negative
"london heathrow austin british airways. little bit like going back time fly upper deck 747 austin. but, enjoyable flight weve taken long time. quiet deck fantastic flight crew couldnt enough you, always smile. arrived fresh 10 hours air, time, thoroughly enjoyed experience. slight issue ife systems small overhead lockers. plenty spare lockers ipads took that.",Positive
"start journey back efl inauspicious, hundreds delayed stranded passengers crammed departure lounge, awaiting flights airlines ba. was, weather uk plus air traffic control issues meant departure delayed 90 minutes. airborne refitted a320 complete nice fresh leather smell!, cabin crew ce friendly efficient, food including cod dish quite reasonable. interesting note refit extended toilet looking distinctly worse wear. big plus flight - first - wifi, actually worked quite fast - although cost £4.99 hour's use. thought meant free business class passengers, evidently not. landing made time parked right middle nowhere backlog flights. however, ba laid separate bus ce passengers airport 30 minutes later. so, bad, all.",Negative
"glasgow london. smooth flight, departure/arrival time. boarding quick, seat ok. although pre-ordered vegetarian option, caterer provided said - flight attendant quickly solved issue. food good, wine french, bourgogne also surprisingly good. flight attendant professional, polite attentive detail. all, great flight.",Positive
"booked flight week ba strike mistakingly thinking strike would ended two days flew fact day before, apprehensive would operate. check-in security clearance t5 took 15 minutes. personally like self service bag tag drop ba operate one 100% confident everything correctly. boarding new fare group system 1 5 depends much one paid ticket. i'm fan this. possibly due previous day's strike need accommodate passengers canceled flights, aircraft large a321. boarding however smooth. board virtually full cabin clean eurotraveller seats comfortable offer sufficient leg room i'm 1m.79cm knees touch seat front. departure 15 minutes behind scheduled departure time. flight 3 cabin staff euro traveller cabin believe 2 club cabin efficient friendly one wait 30 minutes take purchase refreshments full flight. shame though ba gone frills line charge food drinks describe full service airline. landing tegel 30 minutes ahead schedule. pleasant flight value good combined hotel booking. tegel bit hassle 2 border police carrying immigration controls 200 passengers end airbridge 30 minute wait luggage ba's fault.",Positive
"even rate 1/10 2 x business class passengers booked via business. 1 bag lost transit. ground crew mxp rude, dismissive & unhelpful, unable locate missing bag. waited next flight arrive, still bag. decided cut short trip bag contained essential meds - ok that's lesson learnt hard way. due ob booking ba customer services unwilling flexible change tickets resulting full fare tickets purchased return. apparently bag arrived 24hrs later, back uk, despite ba website showing transit lhr/mxp 8 days! numerous lengthy calls customer service proved fruitless, passed one department another cut off! email ceo & director brand customer experience received call global engagement executive team offering £100 e-voucher. abysmal customer services. wonder reputation tatters. never fly ba again.",Negative
flying london city geneva. plus embraer e190 jet comfortable interior plenty leg room economy seat. ba offers basic frills service different budget airline. yet charges 'full service' prices!,Negative
"los angeles istanbul via london. flight london istanbul like coach, tv small leg room. transatlantic business seats narrow mine become complete bed. food average. heathrow ba business lounge cramped, tasteless, dirty lounge . took us 25 min find two chairs seat. food awful service even worst. wanted change departure date days pay penalty $500 plus fee change, ended paying $800 per person addition fare already paid.",Negative
phoenix tel aviv via london. return london phoenix nightmare. want everyone know sent complaint 3 times one talk to. something used to.,Negative
"london dublin. never choice fly british airways never fly again. supposed fly american airlines usa dublin, connecting flight origin city chicago. unfortunately, first flight delayed due weather, caused miss flight chicago dublin. put flight london instead, run finally made chicago, bag make flight. flew british airways london dublin. told file lost baggage claim ba, did. told bag would transferred american ba arrived dublin. using americans baggage tracking system, able confirm bag arrived day around noon saturday. writing review following sunday bag still possession. bas customer service terrible. someone tells one time wait patient, going lose it! bag sitting airport city im day cant get it. talk serious frustration. dont know airline fault delay, difference called american, rep everything could find status bag. even though baggage claim desk closed called, still tried call internal number see anyone still around. unfortunately couldnt get hold anyone, left message told exactly could call call next morning. receive level service ba. even asked could call airport told, “we authorized call airports.” world wouldnt authorized call baggage department? thrilled either airline, least american made attempt help me. ruined first three days trip planned two years. check bag its lost delayed, dont expect help flew ba. heres tip: dealing lost delayed bag country dont live in, dont call generic customer service number website would normally use. dig around see find number airport flew into. get lot information assistance way.",Negative
"hong kong london. email 25th august advising us flight cancelled hours spent hold never speaking anyone, total awful nightmare. email 6.00pm saying must delighted find flight cancelled. slots elemis salon already booked massages available first class. arriving hk airport return journey struggling even get pavement inside terminal tell us print proof travel??. wait ages ba open check desk, pretty average food service qantas lounge. broken screen seat 59a would stay position without wedging, unusable constant interruptions flight partner large passenger climbing him. ghastly sweet sour chicken main course made send tray away eat leaving flight. cheapest goodies bag broken zip suitcase last plane. already ba desk reported eventually turned conveyor belt. first class hk good business class experience, return flight business class word poor. plane tired, ife faulty, poor food journey saved quality staff, lovely - give rubbish tools serve rubbish. night term pantry offering total joke. ba exec card holder since ever seen decline service level. certainly value money, get club class experience flight home.",
"gatwick seville. son girlfriend proceeded drop hand luggage member staff insisted making pay 50gbp one suitcases 4cm oversize, insisted hand luggage. staff said pay, would lose flight.",Negative
"london abuja-flight full, aircraft older version 777-200. evening meal served ordinary arrived less time dodging thunderstorms near abuja. return flight delayed - pilot strike meant aircraft parked lagos - flown back abuja 2 hour delay. flight supposed 8 departure airport side sense tell us herded gate area food facility waited flight. crew also herded gate area crew outward flight plane - also long foodless wait quite chatty boat. flight totally full flights previous days cancelled. breakfast served evidence standard meals improved-scrambled egg lump tasteless yellow. full credit crew - cheerful efficient spite delays etc. aircraft clean old heel - carpet seat front ripped ""floor"" visible.",Negative
london bangkok. awful plane. seats ok going. coming back seemed like bar going across bottom back part seat. really uncomfortable. meals fine alas last meal served hour landing rushed. main problem entertainment small scratched screen 15 films. rubbish. took 2 hours get screens actually work. plane looks old tired. pleasure travel plane.,
"belfast san francisco via london. check-in belfast city fast trouble free security completed with-in minutes queues mention. boarding direct business lounge time departure. full breakfast service carried including hot towels, hot breakfast, tea coffee along drinks bar request. galleries lounge terminal 5 heathrow busy limited seats available. boarding second flight began time departure swift. inflight service top notch capable crew looking customers upper deck professional discrete manner. food plentiful tasty, entertainment perfectly adequate seat comfort fine. complaints flight would recommend british airways.",Positive
"london gothenburg. ba getting lot bad press - deservedly present strikes, glitches, baggage problems. however extreme cases always highlighted. two recent flights ba, happy them. flight gothenburg a319-100, pushed back 25m late due potential technical issue, soon resolved arrived got 15m behind schedule. good crew safety announcement video hoot. return lhr a320-232. time departure early arrival t5. good crew. flying ba december strikes permitting. still recommended national carrier.",Positive
"orlando gatwick. terrible flight experience, bed bugs old club world seats, missed meals, poor service. complaints outsourced german company even part ba! fly ba club world waste money.",Negative
"mahe stockholm via london. checked online flight bag drop. met rude lady first class check process took 20 minutes, dont know why, apology. boarding time. welcome wasnt especially friendly, pointing direction go. club europe cabin felt claustrophobic, window seat. csm never came say hello. service pretty basic, ok meals self service between. drink service didnt ask. flight stockholm purser introduced emerald members. service limited due strike next day friendly. seating terrible a320, tight.",Negative
"glasgow tampa via gatwick. early morning flight glasgow gatwick. flight dud take 6.45. boarded doors closed 6.30 bug depart till 7.10 due gatwick busy, smooth flight down. gatwick tampa, according manage booking, aircraft changed 2 days prior departure. boarding told world traveller plus seats upgraded club world, pleasant surprise. 777 refurbished, extra space good, staff efficient pleasant. downside main meal, would original seats, main courses liking, afternoon tea good. thank ba experience.",Positive
"london abu dhabi. daytime flight london. good flight. food excellent economy particularly view etihad‘s disastrous changes food service. childrens meals excellent. entertainment system great good selection. makes big difference entertainment system board turn plane reached gate, especially flying children etihad, dont this?. cabin crew good. economy 787 cramped probably worse many. good value flight, especially carrier abu dhabi etihad.",Positive
"london st petersburgh. huge disappointment ba business class service european routes. seat pitch reduced 30"" last years 34"" expense passenger comfort. seat width economy empty middle seat. food half-empty plates representing deli experience, leaving hungry. three options offered, two already stock, stranded least favourable unhealthy food option. avoid club europe, worth money.",Negative
"sydney london via singapore british airways. made mistake ordering vegetarian meals flight - food horrendous, served indistinguishable uniform mass appeared mashed, overcooked potatoes maybe vegetables, sure one meal ice cold frittata/sandwich clearly heated up. latter took one bite continue. better meals economy class airlines. seat nothing write home about, noticeably comfortable compared economy class price difference match course. service lacking quite perfunctory available. plus side, glad shared toilets business premium economy class front cabin, instead walk way back plane like flights. paid in-flight wifi hour - disconnected 40 minutes longer able use. reasonable price speed.",Negative
"say travelling club europe waste money. food better economy food past. seats economy although get middle tray, probably worst cabin full lot arrogant people thought economy somehow made worthy people. might british trait ive travelled business class airlines experience.",
edinburgh kuala lumpur via london. returned kl extended visit uk seeing family friends. return flight ba033 heathrow kuala lumpur monday 26th august 2019 21.10. greeted delightful air hostess whose name quite catch. point wish make looked well flight. exceptional. really made journey one best board experiences had.,Positive
"supposed fly london city amsterdam 24/7, business class. lcy, early pm flight appeared cancelled. state confusion broke airport, people trying find alternatives, however managed rebooked later flight. busy day, waited hours airport. new flight displayed “delayed” 45mins. delay kept increasing, flight ultimately scheduled depart 10pm. kept waiting. flight eventually ended cancelled well. result: half day wasted lcy. feel bas punctuality quality customer service declining significantly lately. delays cancellations happen, however flying ba +/- 30 times year % flights delayed abnormally high lately, especially to/from amsterdam germany. also, customer service seems “minimum care” proposition provide strictly required law, customers complain, taking long possible, genuinely makes feel worthless customer, whether frequent flyer not.",Negative
"purchased ticket dublin mauritius british airways 23 feb 2019. day travel, hours departure time, realized would able make got touch british airways twitter advising cancellation. arrived home, asked officially cancel ticket issue refund. understood ticket non-refundable one, says ticket surcharges, taxes airport fees would refundable amounted least 250 euro. however, airline refunded pitiful 50 euro. trying speak british airways twitter many times past months, never responded positively, insisting right thing position would change. british airways dishonest avoided.",Negative
"london shanghai. concorde room heathrow terminal 5 amazing, dinner experience great food delicious. however, first galleries overcrowded buffet bad. plane, crew friendly nice. dinner service finished 1 hour take off, food okay. bed made dinner comfortable, perhaps best had. entertainment system good airlines like qatar airlines emirates. overall, journey great.",Positive
"flight cancelled 3 days row. flying thursday finally days hours arguing ba, got flight saturday night swiss air. hand actually fly time. everything customer service, customer relations terrible, hours waiting phone, answers email. flights ba year delayed too. two months promised reimburse expenses pay penalty fine 700$. first 10 days, 21 bank days way passed anything else transferred money yet. far nothing complaint turned caa danish aviation authority.",Negative
"hong kong copenhagen via london. whole experience nightmare wife. wife lost luggage ever since first day journey 1st august two pieces luggage left heathrow airport ba staff took transit flight uk copenhagen. went menzies cph filed repor. stated missing report luggage found, sent air b&b house marstal cph 3rd august deliver hotel stayed cph found 4th august. 2nd august, found updated status missing luggage ba website showed one luggage found another one possible match. therefore, kept phoning emailing menzies staff urge send luggage house failed so. website status showed chose pick luggage airport, preference failed change preference website preset. system even changed latest delivery date 3th august 2020 instead 2019 could correct ourselves! 3rd august, menzies staff still failed deliver luggage us told decided pick airport. unfortunately, went cph airport 4th august, told us already sent 'found' luggage island marstal 4th. apparently follow instructions sent wrong place wrong date. asked us find luggage scanned possible match randomly trolleys outside office. find one airport, claimed sent island insisted possible match one! incompetent even asked us complain ba push find baggage us. believe baggage one sent island still missing staff messed up. confused bag really missing. finally decided ask deliver luggage marstal airport send uk address next destination. came back hotel evening 4th, phoned menzies found luggage marstal sent back airport 8 pm 4th. hence, decided pick 5th august flew uk. however, came airport again, find luggage staff explain told us leave. luggage sent airport 4th, come would disappear 5th? staff kept saying busy one time look baggage us. service totally unacceptable. spnet hours parking airport found got nothing! can't imagine furious frustrated were! literally sick phoning menzies staff every day getting anywhere. menzies staff asked us pressure ba turn pressure locate luggage. that's ridiculous things us. sure could something it. wife lost personal belongings since day 1 trip.",
london gatwick san jose costa rica. similar experience outbound inbound. sure plane same. gold card holder moment always chosen ba. seriously considering again. 777-200 flew business dirty old. flew family 5 business class 2 5 seats operate - headphones socket jack operated. screens ark. crew always excellent ba ashamed charge business class rates experience. told crew would contact tell would outcome issue. heard date zip. least better last year flying dc london seat recline even manual adjuster. time least received avios. customer service increasingly low cost feel.,Negative
"toronto pisa british airways used wet leased air belgium plane. crew board friendly helpful times struggled provide full dinner service speedily. food excellent. business class cabin comfortable. weather related delay blocked arrival gate resulted short connection time lhr. great surprise british airways waited us exit plane drove family 7 people ranging 3 62 years terminal 5 terminal 3, escorted us security brought us even departure gate onto flight pisa. without transfer help would missed connection. flight pisa time, good crew, good board catering, arrived 15 minutes time.",Positive
"good service board flight british airways lhr vce. although flight 30 minutes delayed due aircraft change airbus a319 airbus a320, arrived slightly behind scheduled arrival time. crew welcoming informative plane clean probably plane relatively new. seat bad either quite good leg room. one small issue could raise complimentary food beverage board, pay use avios bad europe. overall good experience board flight.",Positive
"worst experience ever flying. sufficient time chicago transfer bags american airlines. aa verified delivered bags ba flight reached london. bags arrive spent two days london without bags. left earphone hard case plane, lost found never answered file claim. website horrible use file claim heard nothing. return flight london newark, baggage inspectors obviously opened suitcase never replaced lock. experience like first vacation london, would everything never fly british airways again.",Negative
"london larnaca. new a321neo, 4.5 hour flight. aircraft narrow, food simple nothing worth spending money. staff friendly spending money 5 hour flight small plane worth it. entertainment onboard. small plane duration.",Negative
london munich. plane a320. seat comfortable airlines a320. comfortable headrest made leather. enough legroom. however free food drinks provided.,Positive
"london glasgow. ba customer service unquestionably least helpful, least accommodating, least friendly least responsive called service available. clearly train staff multitude ways frustrate customers. try avoid airline point on.",Negative
seating configuration meant packed like sardines. seats aging uncomfortable. forward-backward configuration stupid seen. cabin 8 seats row 100 people packed crowded noisy cabin. book specific seat pay extra try luck 24 hours ahead flight.,
"problems airport vienna, easy find british airways check desk. flight time. cabin crew kind flight pleasant. also ordered tomato mozzarella flatbread, delicious. problem heathrow, gate bridge malfunction, wait hour aircraft. airliner mistake. enjoyed flight british airways.",Positive
malaga london heathrow . shambolic airline. rude incompetent iberia ground staff malaga. ba sent warning 2 hour delay late boarding began - sophisticated setup have! club europe meal remains big cutback 2017 despite ba claim. cabin staff bored start despite 4 serving club cabin service poor. arrived heathrow 23.45 sat waiting 10 mins ground staff show up. simply appalling trip truly ripped off.,Negative
sydney singapore. extremely disappointed trip. unable even track checked baggage found missing baggage carousel. baggage premium handled business class happened cant even tell baggage loaded departure. many important things checked baggage well trip later affected us badly. response far hotline provided always engaged,Negative
"london heathrow inverness. previously written review shockingly appalling experience ba far summer, felt need update new review final flight home rebooked - short-notice cancellation, wait day - also cancelled due fault aircraft. sat plane hour whilst crew waiting hear ground crew happening go. eventually got plane utter chaos - mixed messages given ground crew. people given details rebooking, others given nothing. people sent texts rebooking options, others including received nothing. vouchers handed hotel accommodation shuttle bus hotels - however people given one bus voucher, meaning means return airport next day! people rebooked flight two days time told theyd return airport next morning anyway get refreshment accommodation vouchers. utterly appalling. im hoping hope might make home today, 3 days setting off!",Negative
"supremely awful experience beginning end. flight vancouver delayed 4 hours due plane defect resolved previous day somehow attempt made make time between. told board problem was. delays baggage reclaim meant didnt get vancouver airport midnight originally scheduled arrive 6.55pm. affected camping trip, booking could changed. flight home marred massive queues baggage check plane, due faults, none communicated seated plane told could leave passenger information could get crew. due faults inflight entertainment working nothing watch 9 hour flight. food awful got choice one meal. spent hours heathrow airport awaiting flight home inverness told text one hour departure cancelled. queued hours get information someone. rebooked flight 26 hours later without checking ok - discovered day later handed boarding pass. means ive missed trip friends edinburgh festival. source hotel food etc reclaim expenses - lot money coming account whilst wait this. im seeing rebooked flight already delayed told customer service theres telling whether bags arrive - wait baggage reclaim see! flight information expect belongings back me. merely significant issues, im really shocked consistently terrible service provided. this, massive fines data breaches fact ba seem quite consistent severe issues it, beyond comprehension still business.",Negative
"london nice. agree totally comments made michael croft's review today. flight nice cancelled result low-cost unreliable system ba have, senior management likely celebrating somewhere managed cut costs. handling situation heathrow despicable, would think failures ba encounter days, would got part act together. make problem bolt blue, clearly investing should, instead focussing cost cutting boost performance bonuses. ceo go, others top.",Negative
"palma london heathrow. british airways get away useless system presumably team staff / management? issues recur frequent basis time heads roll, preferably ceo down. read fatuously stupid interview alex cruz talking children guiding future air travel, man cannot manage run airline properly 2019 - let alone try make look eco-friendly comments. loyal customer 48 years, seems ba slightest interest us pay full fares lows ba without complaint now. patience run out.",
"london city ibiza. disappointing. flights cancelled without explanation - presumably striking staff turn up, trip ruined. got replacement ticket different destination different week. trip basic. meal consisted two small shortbread biscuits. british airways firmly bucket airlines, easily beaten easyjet",Negative
"calgary london. staff high standards. looked rushed polite, look professional enough. flight back london staff laughed chilled loudly back aircraft. welcome snacks. sat last row food choice ended. chicken option have. sad staff care situation.",Negative
"nice kuwait via london. flight nice delayed plane 2 hours delayed heathrow 5 hours. finally left plane, information get another connecting flight since due delay miss it. pass immigration lasted 2 hours. one desk piece paper number says complaints call us. 3am one speak still bags. grab taxi sleep ba provide hotel stay. leave apartment 7 get next flight kuwait airways.",Negative
"hong kong london heathrow, long haul flight operated boeing 777-300er. seat especially headrest quite comfortable. legroom large little metal box seat. negatively affects legroom. films provided many see flight path personal television. provide dinner breakfast me. quite abundant delicious.",Positive
"happened great airline? got heathrow 1.5 hours flight start queuing one point 2 operators 15 minutes 3rd appeared. 45 minutes later ba guy asks vegas travellers asks us go toba different line rush things through. 1 operator line took another 20 minutes? waited 1 hour tarmac missed slot due late boarding. got las vegas waited baggage claim 40 minutes, bag. got ba desk told luggage missed plane 2 members staff bag claim tell us. apology shrug shoulders. day receive offers ba upgrade club class try least 10 times book website process. speak ba 1st offer told offer finished despite web advertising, get manager admits ba website worst advises keep trying. book online return web accepts 2 bags stated web 0 bags. ring ba say go airport speak member staff. get vegas 3 hours early make sure plenty time sort find ba staff available whole airport 2 hours flight. useless organisation. must state staff plane good.",Negative
"london heathrow malaga business class. full large club europe cabin morning flight. held airbridge 15 mins boarding word reason why. boarding, 2 cabin staff entrance stood chatting amongst totally ignored customers - great start. usual cabin service except staff slightest bit interested customer service paid premium business class realised waste money. breakfast standards full english charter flight standard, despite ba shout about, gone considerable cost cutting. ba perform well good day, seems cabin service getting less consistent day - staff preparing go strike well since attitude displayed. male cabin staff quite offensive arabic customers front, shocker.",Negative
"flying ba delhi economy original flight swissair cancelled. 777 aircraft looking old, economy class seat small fairly cramped, inflight entertainment shown small screens films ok, music selection dire make sure bring noise cancelling headphone food ok. flight pretty much leave arrive time allowing rerouting around pakistani airspace.",Negative
"seattle durban via london. 24th july arrived late departure time 1330hrs, shuttle bus picked late hotel. british airways ladies checked advised rush plane depart. rushed security thereby leaving back pack documents. rushing back security met 2 lovely ladies checked asked go plane leave, panicked assured get back pack durban. sat plane another british airways hostess came reassured get bags durban. arrival durban got bags including back pack! would like say thank british airways staff especially 2 lovely ladies checked in. pity get names panicky. thank much!",
"london heathrow austin. 10 hour flight boeing 747-400. noisy cabin, tiny screens, collapsing headrest, chocolate seat. selection half dozen films wifi. poor food choices running out.",Negative
"mykonos london flight delayed waiting depart. time, prepared miss connections, take 2 hours late,. staff worst airlines. may stuck runway wont offer water. worst business class experience had.",Negative
"johannesburg cape town return. flight operated comair, thus quite different normal british airways flight europe. check priority line uneventful, however return guy counter know oneworld sapphire could check business class counter kept asking flying business. johannesburg airport cape town's domestic terminal laid similarly. lounge, called slow actually impressive. although full english offer unlike british airways galleries lounges places, substantial amount savoury snacks, pastries small bites. even coffee counter made-to-order drinks. assume later day also becomes bar serving alcohol. impressive domestic business class lounge. priority boarding honoured, boarding orderly process. would recommend anybody wanting get extra legroom seat reserve row 6, actually tons legroom front. reserved exit row paid extra £7 per exit row booking. seats old plush, however prefer newer leather seat used european aircraft offer better support. also noticed boarding business class slightly larger seats, 2x3 configuration. expect business class europe normally blocked middle seat. several drink services two hour flight, hot breakfast either bacon, sausage scrambled egg option cheese omelette vegetables option. needless say, hot meal two hour flight appreciated. also rather tasty tasted quite fresh. crew friendly, making casual jokes giving down-to-earth friendliness rarely get airlines days. quite rushed, understandable due short flight time. cape town airport, actually quite weird see use airbridge stairs passengers deplane/board. since took 15 minutes board rather full 737, works makes sense. think flight improved opinion british airways, price competition, south african airways. would curious next visit see two compare, given fact giving near homologous product africa's busiest air route. price paid, i'd happy fly again.",
"grenada gatwick. flown ba aircraft type prior refurbishment, intrigued experience changes cabin. cabin much smarter - previous aircraft looked tired lighting pleasant. entertainment system hugely improved, good selection media larger touch screen devices. suppose reason appreciated old systems hopelessly outdated! family really found entertaining. real issue tight leg room - slim 6ft 2'' lack seat width made almost impossible eat meal! tight. previously seat format 3-3-3. 3-4-3. sat 4 outbound although return, sat near back economy aircraft narrows seats become 2-4-2. sat 2, bearable. also found seat really hard couple hours although sitting supplied back rest cushion helped bit! despite best efforts sleep, failed..... remember old seats comfortable, especially long haul. service professional timely food similar previous flights - edible. summary, seems shame ba improved aspects experience, seat comfort sacrificed, great pity.",Negative
"prague london. two hour flight 27th july delayed 3 hours heads given ba. sympathy compensation , especially original flight early morning, email informing us delay, could stayed longer hotel.",Negative
"london dubai. lately frequently flying premium economy british airways. extra comfort compared economy class unparalleled. seat way comfortable, attendants really professional friendly. could add leg rest seats, first row used old ba premium economy seats, would perfect. that's note.",Positive
tel aviv toronto via london. plane london toronto run air belgium service checkin received cases israel excellent. cabin staff airline helpful friendly. food acceptable economy airline food snacks 1 flight icecream served. soft drinks well wine alcohol plentiful people asked water served flight. planes ample leg room seats comfortable economy class. inflight entertainment good enough something watch 4 flights. travelled british airways years price competitive flights,Positive
"flew yesterday heathrow manchester business class, start finish shambles. sent wrong baggage drop, wrong lounge, showed boarding card sent north lounge furthest gate. boarding process like rugby scrum, notice taken class service boarding card said assistance required another queue needed explanation given this.",Negative
"first part brussels london heathrow fast flight, however ground london problems started. gate arriving plane planned stop free occurred waiting time ground 40 minutes. captain constantly gave information entire team friendly courteous. continental breakfast business ok short flight. flight larnaca full, embarkation prompt business pax. team friendly. service started drink cookies , meal good despite substantial appetiser could expected - slices green salad one cherry tomato side dish appetiser. must said meal improvement since last year. decent drinks good champagne available, followed coffee tea. longer flight - second round drinks hour landing maybe appropriated however problem receive additional drinks.",Positive
"stockholm london. worst business class flight flown. split seating wife apparently overbooked. meal inedible me, worst airline meal served.",Negative
"seems like one aware existence flight. drink, snack, bottle water offered. amenity kits. asked, said none left stock. gave toothpaste toothbrush, ok, fast track invitation, useless, since fast track offered british passports. given menu, even ask it. served meal said sleeping. ok fine even awake, one bothered ask meal. ask menu, bottle water, meal. all, apologies staff. many people squeezed business class. even though could lie 180 degrees, little space seat. given expensive fare, expected much better service business class passengers. i'm disappointed never use again. recommend british airways business class anyone!",
"premium economy dont waste money overnight flight! going acceptable night flight disgrace! food use term lightly wasnt fit dogs flight, salmon think didnt taste anything, meat kind tough stick fork let alone eat it. veg tasted burnt, bread roll ok. really saving grace. one cup tea coffee breakfast dont bother asking box left table! didnt bother trying it. look peoples faces good enough know dont bother! comparison outbound flight london orlando worlds apart, greeted drink first many, dinner nice, steak edible, veg cooked right dessert nice plenty drinks! inflight entertainment good even though supposed wifi couldnt log saved money there. really thought going best way travel. oh broken seat one party bit disappointing, homeward bound inflight entertainment seem rather lacklustre leads think older plane. really shouldnt happen. told booking, homeward flight top ticket tsa pre dont join massive queue, look pre entered tsa line thats one thats empty cause tell one it.",Negative
"lisbon london. business class economy class empty middle seat. leg room me. meal service choice time got halfway business class. left cod. freezing cold, blankets. poor staff spent flight apologising. never fly british airways.",Negative
"heathrow marseille. within days booking flight december, ba advised flight changed late evening arrival. unacceptable opt cancel full refund. ba says refunding fare makes mention fee paid seat selection. found claim form refund fees, submission say take 28 days think it.",Negative
"madrid london british airways. nothing left business class flights. bring hot towel feels like bad joke. seats coach, took forever hang jacket asked three occasions, gave sit considered bad coach seat without window! see picture top everything find put luggage backpack far behind seat choosing bring extra hand luggage doesnt fit anymore coach business class. ridiculous service worth x2.5 cost business class ticket goes for. feel totally ripped off.",
"gatwick glasgow. awful experience. flight arrived 2 hours late 8.50pm, late car rental company closed stuck airport without car. pay taxi hotel back airport next day really expensive. new car hire three times price since last minute. british airways would help compensate said wasnt fault.",Negative
frankfurt london. ba staff watched security went partner's bag around 30 mins. required call police sauntered stared bag - actually clothes. finishing flight dispatcher closed flight. 1-2 minutes required. much longer spent unloading luggage. checked bag almost 2 hours previously arrived security plenty time.,Negative
"rotterdam london city. waiting 6 hours rotterdam airport delays told re-routed flight amsterdam needed quickly catch taxi pay rotterdam amsterdam airport hope catching flight there. worried wouldnt make it, asked put hotel & fly following morning said option fights booked. apology, offer bus taxis re-routed amsterdam. throughout process & long queue one bothered explain us happening. known wed re-routed amsterdam wouldve left rotterdam earlier, rather wait long queue told info end. waste time, energy & money. apology make hours delay. its quite unbelievable.",Negative
return flight dublin. outbound galleries north fine good breakfast. flight fine. return flight delayed 40 mins gate staff kept us informed. lounge dublin generic lounge ok. staff flights fine. return aircraft quite new well presented.,Positive
"barbados gatwick. boarded half full flight whilst preparing take video shown normal, crew participation side seemed like trouble crew. inflight drinks service got way service quick beer partner soft drink, given room temperature drinking vessel partner soft drink standard plastic cup mention ice. within 20 minutes meal service commenced got seats 3 back aircraft served two trays appeared passed us, enquired meal told pasta its left, everyone else choice chicken pasta, partner refused pasta proceeded challenge half filled flight run out, tangible answer came back rudely told would get chicken premium economy, said one required would eat pasta, glad think, chicken placed partners tray burnt. service drinks offered except water, trays gathered last saw crew 4 hours. reappeared 70 minutes landing served box containing stale bread processed cheese stale cake, politely refused offering partner ate bread, tea coffee served. flight 7 days previously exact opposite, pleasant staff, food standard acceptable. negative musical chairs played fellow passengers, crew turned blind eye. positives ife wide choice got home safely getting aircraft pleasure also coldest flights ever on.",Negative
"would like praise outstanding courtesy service received ba cabin crew members flight ba0011 london heathrow singapore 25 june. cabin crew friendly attentive passengers needs, enabling relax & enjoy flight. feel proud british airways continue train staff high standard, really privilege fly british airways.",Positive
"madrid london heathrow. second trip madrid london british airways since may. trip like previous plane broke down, waited 2.5 hours plane repaired whilst temperature outside 42 degrees. cabin crew director offered passengers opportunity purchase water cold drinks bar. ba could try make money one technical failures. waited another hour pick suitcase. i'm silver card holder, could access business lounge madrid. regret using it. fortunately, last ever trip ba.",Negative
"ba762 heathrow oslo flown ba times last months, came medication makes nervous flying planes, notified cabin crew honestly amazing went beyond me. gave free bottle water, kept asking okay, put arm around me, made feel much better. flight super smooth overall amazing service. thanks ba flying soon!",Positive
"hamburg abu dhabi via london heathrow. initial flight heathrow abu dhabi cancelled, fly day earlier flights following days cancelled well. service free glass water first leg. abu dhabi london delayed 3hrs. generous dirham 20 voucher £3,8 received ba, enough bottle water, coffee.",Negative
"new york glasgow via london. routine smooth overnight flight departed gate 45 minutes late security issue terminal #7. electronic boarding pass ba app announcement made needed get paper versions. separate desk couple agents performed task. pilot introduced flight attendants “gorgeous” - came across inappropriate. would preferred efficient even helpful describe them. aisle seat 3-3-3 seat layout. middle seat unoccupied. enough leg space storage space overhead. good collection sorts movies free headphones provided. ife system easy use. drink service preceded meal service. asked beer cheerfully offered centenary year specially brewed ipa brewdog speedbird 100. sensing might enjoy it, attendant also gave heineken bottle wine accompany dinner followed soon thereafter. entree choices chicken pasta. chose later. basic food. tea coffee followed. landing sandwich drink served. could figure sandwich! bathroom clean. blankets pillows every seat. alighting quick. landing cards done away with. fare, paid satisfied - complaints. connected domestic flight glasgow. announcement gate made quite late. newspapers available gate - worthy amenity. smooth flight 3-3 seating. aisle seat, next empty. complimentary food drink segment. two flight attendants, plane reached cruising altitude, put aprons pushed cart aisle hawking edibles elixirs. pilot introduced gorgeous. earlier flight, video presentation showed safety instructions. supposed funny engaging. felt neither - accents actors hard understand. flight landed time. overall, positive experience next time look non-stop flight glasgow new york. transfer heathrow anxiety-inducing.",Positive
"london heathrow new york. staff went beyond make sure wonderful experience, refreshing see days. quality food drinks wonderful. plenty leg room well. would definitely fly ba, planning making airline flies destinations. departure tv work tried twice reset me, however work. fine resolved reading book. landing flight attendant looking us, asked rectified, replied, ok. came back bottle champagne, pair pyjamas makeup bag full goodies, sister well!! say overwhelmed understatement! say thank british airways bottom heart! trip birthday certainly made something special!",Positive
